Rk,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Player URL,
708,2009,2009,MEM,NBA,Darius Miles,34,0,298,48,99,47,93,1,6,23,31,19,38,57,17,11,20,21,32,120,.485,.505,.167,.490,.742,.533,/players/m/milesda01.html,
709,2008,2013,TOT,NBA,Darko Milicic,262,189,5545,786,1679,786,1677,0,2,221,406,425,872,1297,260,139,364,369,690,1793,.468,.469,.000,.468,.544,.483,/players/m/milicda01.html,
710,2008,2016,TOT,NBA,Andre Miller,653,335,17798,2708,5760,2615,5346,93,414,1608,1975,586,1467,2053,3603,639,76,1326,1233,7117,.470,.489,.225,.478,.814,.537,/players/m/millean02.html,
711,2008,2012,TOT,NBA,Brad Miller,299,158,7724,1020,2246,885,1846,135,400,756,907,448,1418,1866,821,197,162,467,767,2931,.454,.479,.338,.484,.834,.554,/players/m/millebr01.html,
712,2013,2015,TOT,NBA,Darius Miller,102,10,1460,118,281,71,147,47,134,37,44,17,114,131,89,42,21,46,185,320,.420,.483,.351,.504,.841,.533,/players/m/milleda01.html,
713,2008,2017,TOT,NBA,Mike Miller,537,209,12057,1448,3089,791,1521,657,1568,427,558,299,1845,2144,1208,214,84,678,855,3980,.469,.520,.419,.575,.765,.597,/players/m/millemi01.html,
714,2013,2015,TOT,NBA,Quincy Miller,69,16,934,107,306,74,193,33,113,48,68,41,128,169,37,30,37,54,82,295,.350,.383,.292,.404,.706,.439,/players/m/millequ01.html,
715,2010,2017,TOT,NBA,Patty Mills,441,18,7482,1291,2958,699,1460,592,1498,290,348,139,535,674,957,283,26,406,521,3464,.436,.479,.395,.537,.833,.557,/players/m/millspa02.html,
716,2015,2017,TOT,NBA,Elijah Millsap,69,5,1120,93,284,64,180,29,104,72,106,37,154,191,78,63,19,78,159,287,.327,.356,.279,.379,.679,.434,/players/m/millsel01.html,
717,2008,2017,TOT,NBA,Paul Millsap,755,558,23211,4275,8706,3943,7695,332,1011,2449,3309,1727,4104,5831,1860,1033,794,1427,2402,11331,.491,.512,.328,.510,.740,.558,/players/m/millspa01.html,
718,2008,2011,HOU,NBA,Yao Ming,137,137,4724,1016,1921,1015,1918,1,3,741,862,383,999,1382,270,55,269,424,441,2774,.529,.529,.333,.529,.860,.603,/players/m/mingya01.html,
719,2015,2017,CHI,NBA,Nikola Mirotic,218,56,4979,759,1858,396,822,363,1036,473,593,182,968,1150,272,165,155,271,451,2354,.409,.482,.350,.506,.798,.555,/players/m/mirotni01.html,
720,2014,2014,MIL,NBA,Tony Mitchell,3,0,10,3,5,3,4,0,1,0,0,1,0,1,1,1,0,0,0,6,.600,.750,.000,.600,,.600,/players/m/mitchto03.html,
721,2014,2014,DET,NBA,Tony Mitchell,21,0,79,5,12,4,11,1,1,11,19,15,11,26,2,6,3,4,9,22,.417,.364,1.000,.458,.579,.540,/players/m/mitchto02.html,
722,2008,2009,LAC,NBA,Cuttino Mobley,88,49,3067,440,1016,361,789,79,227,176,217,59,245,304,214,93,36,141,173,1135,.433,.458,.348,.472,.811,.511,/players/m/moblecu01.html,
723,2008,2016,TOT,NBA,Nazr Mohammed,488,110,6349,951,1929,951,1924,0,5,331,545,693,1134,1827,194,154,279,344,877,2233,.493,.494,.000,.493,.607,.515,/players/m/mohamna01.html,
724,2011,2017,TOT,NBA,Greg Monroe,538,401,15955,3029,5924,3029,5912,0,12,1514,2147,1593,3114,4707,1216,614,332,1060,1250,7572,.511,.512,.000,.511,.705,.551,/players/m/monrogr01.html,
725,2016,2016,POR,NBA,Luis Montero,12,0,42,5,19,4,10,1,9,3,4,0,4,4,1,0,0,4,1,14,.263,.400,.111,.289,.750,.337,/players/m/montelu01.html,
726,2008,2012,TOT,NBA,Jamario Moon,286,157,6451,723,1568,546,1030,177,538,184,229,201,1026,1227,291,229,236,147,424,1807,.461,.530,.329,.518,.803,.541,/players/m/moonja01.html,
727,2012,2017,TOT,NBA,E'Twaun Moore,380,68,7106,1007,2314,729,1561,278,753,197,263,145,522,667,648,229,95,310,540,2489,.435,.467,.369,.495,.749,.512,/players/m/mooreet01.html,
728,2008,2012,TOT,NBA,Mikki Moore,182,119,4111,459,805,459,803,0,2,195,261,269,574,843,178,60,81,186,602,1113,.570,.572,.000,.570,.747,.605,/players/m/mooremi01.html,
729,2015,2016,SAC,NBA,Eric Moreland,11,0,50,4,7,4,7,0,0,2,4,3,9,12,1,0,4,3,5,10,.571,.571,,.571,.500,.571,/players/m/moreler01.html,
730,2012,2015,TOT,NBA,Darius Morris,132,17,1464,166,432,119,286,47,146,51,81,40,86,126,189,45,2,112,127,430,.384,.416,.322,.439,.630,.460,/players/m/morrida01.html,
731,2012,2017,TOT,NBA,Marcus Morris,416,218,10916,1688,3946,1163,2468,525,1478,612,853,410,1357,1767,647,301,104,476,855,4513,.428,.471,.355,.494,.717,.522,/players/m/morrima03.html,
732,2012,2017,TOT,NBA,Markieff Morris,448,242,11801,2074,4641,1777,3745,297,896,893,1154,629,1882,2511,759,427,272,755,1303,5338,.447,.474,.331,.479,.774,.518,/players/m/morrima02.html,
733,2008,2010,TOT,NBA,Randolph Morris,69,2,394,51,116,51,116,0,0,34,60,26,69,95,6,11,6,28,96,136,.440,.440,,.440,.567,.478,/players/m/morrira01.html,
734,2009,2010,TOT,NBA,Adam Morrison,83,5,952,112,308,75,191,37,117,22,31,28,84,112,59,12,6,42,94,283,.364,.393,.316,.424,.710,.440,/players/m/morriad01.html,
735,2009,2017,TOT,NBA,Anthony Morrow,564,142,12280,1956,4380,1149,2443,807,1937,608,691,309,906,1215,494,317,75,380,897,5327,.447,.470,.417,.539,.880,.569,/players/m/morroan01.html,
736,2013,2017,TOT,NBA,Donatas Motiejunas,248,101,4553,728,1552,607,1148,121,404,249,415,296,653,949,268,118,81,284,532,1826,.469,.529,.300,.508,.600,.526,/players/m/motiedo01.html,
737,2013,2014,PHI,NBA,Arnett Moultrie,59,2,729,94,172,94,172,0,0,22,33,87,93,180,12,25,14,26,65,210,.547,.547,,.547,.667,.563,/players/m/moultar01.html,
738,2008,2008,MIA,NBA,Alonzo Mourning,25,0,389,52,95,52,95,0,0,45,76,34,59,93,7,4,42,25,56,149,.547,.547,,.547,.592,.580,/players/m/mournal01.html,
739,2011,2017,TOT,NBA,Timofey Mozgov,423,260,7822,1178,2208,1171,2168,7,40,578,784,737,1390,2127,239,134,370,494,959,2941,.534,.540,.175,.535,.737,.576,/players/m/mozgoti01.html,
740,2016,2017,DEN,NBA,Emmanuel Mudiay,123,107,3474,537,1456,407,1046,130,410,271,376,61,349,410,589,106,48,340,236,1475,.369,.389,.317,.413,.721,.455,/players/m/mudiaem01.html,
741,2014,2017,MIN,NBA,Shabazz Muhammad,235,14,4354,856,1800,740,1441,116,359,462,617,271,423,694,137,72,21,177,253,2290,.476,.514,.323,.508,.749,.553,/players/m/muhamsh01.html,
742,2010,2014,TOT,NBA,Byron Mullens,189,66,3446,557,1366,446,1018,111,348,173,245,200,590,790,153,74,98,187,335,1398,.408,.438,.319,.448,.706,.474,/players/m/mulleby01.html,
743,2016,2016,MEM,NBA,Xavier Munford,14,0,244,32,77,23,54,9,23,7,14,3,28,31,22,13,3,15,25,80,.416,.426,.391,.474,.500,.481,/players/m/munfoxa02.html,
744,2014,2014,CHI,NBA,Erik Murphy,24,0,62,3,13,3,10,0,3,0,0,2,6,8,2,0,4,2,7,6,.231,.300,.000,.231,,.231,/players/m/murpher01.html,
745,2013,2013,UTA,NBA,Kevin Murphy,17,0,52,7,28,6,23,1,5,0,0,0,4,4,2,1,0,3,4,15,.250,.261,.200,.268,,.268,/players/m/murphke01.html,
746,2008,2013,TOT,NBA,Troy Murphy,328,208,8610,1204,2619,777,1557,427,1062,534,668,452,2042,2494,568,219,125,363,792,3369,.460,.499,.402,.541,.799,.578,/players/m/murphtr01.html,
747,2017,2017,SAS,NBA,Dejounte Murray,38,8,322,50,116,41,93,9,23,21,30,6,36,42,48,8,6,38,29,130,.431,.441,.391,.470,.700,.503,/players/m/murrade01.html,
748,2017,2017,DEN,NBA,Jamal Murray,82,10,1764,295,730,180,386,115,344,106,120,41,173,214,170,51,24,113,124,811,.404,.466,.334,.483,.883,.518,/players/m/murraja01.html,
749,2008,2010,TOT,NBA,Ronald Murray,197,23,4522,777,1845,601,1319,176,526,386,525,73,361,434,437,172,37,303,349,2116,.421,.456,.335,.469,.735,.510,/players/m/murraro01.html,
750,2014,2015,TOT,NBA,Toure' Murry,56,0,391,58,134,53,122,5,12,25,41,14,31,45,50,20,1,38,48,146,.433,.434,.417,.451,.610,.480,/players/m/murryto01.html,
751,2014,2017,ATL,NBA,Mike Muscala,190,11,2519,360,713,293,539,67,174,116,142,183,345,528,161,62,97,115,250,903,.505,.544,.385,.552,.817,.582,/players/m/muscami01.html,
752,2008,2009,HOU,NBA,Dikembe Mutombo,48,27,715,48,93,48,93,0,0,38,54,80,152,232,5,11,59,23,66,134,.516,.516,,.516,.704,.574,/players/m/mutomdi01.html,
753,2011,2014,TOT,NBA,Hamady N'Diaye,33,0,157,7,15,7,15,0,0,6,13,7,18,25,3,2,9,6,33,20,.467,.467,,.467,.462,.483,/players/n/ndiayha01.html,
754,2008,2008,NJN,NBA,Bostjan Nachbar,75,1,1660,245,609,151,347,94,262,154,196,56,204,260,88,44,21,85,182,738,.402,.435,.359,.479,.786,.531,/players/n/nachbbo01.html,
755,2008,2012,TOT,NBA,Eduardo Najera,204,8,3310,319,724,223,425,96,299,93,150,189,424,613,175,135,68,122,435,827,.441,.525,.321,.507,.620,.523,/players/n/najered01.html,
756,2016,2017,LAL,NBA,Larry Nance,126,29,2708,348,661,337,615,11,46,91,127,221,460,681,140,136,62,97,273,798,.526,.548,.239,.535,.717,.557,/players/n/nancela02.html,
757,2015,2017,TOT,NBA,Shabazz Napier,159,12,2124,228,612,117,298,111,314,115,150,34,195,229,294,95,7,168,152,682,.373,.393,.354,.463,.767,.503,/players/n/napiesh01.html,
758,2008,2014,TOT,NBA,Steve Nash,438,433,14322,2378,4733,1766,3315,612,1418,1112,1211,177,1213,1390,4445,273,46,1489,557,6480,.502,.533,.432,.567,.918,.615,/players/n/nashst01.html,
759,2008,2008,MEM,NBA,Juan Carlos Navarro,82,30,2117,308,766,152,334,156,432,124,146,34,176,210,177,48,1,134,94,896,.402,.455,.361,.504,.849,.540,/players/n/navarju01.html,
760,2017,2017,NYK,NBA,Maurice Ndour,32,4,331,39,86,38,79,1,7,19,26,22,42,64,8,15,8,12,30,98,.453,.481,.143,.459,.731,.503,/players/n/ndourma01.html,
761,2011,2017,TOT,NBA,Gary Neal,352,31,7507,1275,3021,815,1818,460,1203,460,541,81,679,760,573,145,10,365,525,3470,.422,.448,.382,.498,.850,.532,/players/n/nealga01.html,
762,2014,2014,GSW,NBA,Nemanja Nedovic,24,0,142,8,39,5,21,3,18,7,8,3,12,15,13,0,1,13,13,26,.205,.238,.167,.244,.875,.306,/players/n/nedovne01.html,
763,2009,2009,GSW,NBA,DeMarcus Nelson,13,5,171,24,54,24,51,0,3,5,14,6,18,24,13,9,2,15,24,53,.444,.471,.000,.444,.357,.440,/players/n/nelsode01.html,
764,2008,2017,TOT,NBA,Jameer Nelson,610,508,17799,2686,6226,1753,3716,933,2510,794,962,272,1610,1882,3460,524,47,1315,1516,7099,.431,.472,.372,.506,.825,.534,/players/n/nelsoja01.html,
765,2008,2010,TOT,NBA,Rasho Nesterovic,183,66,3113,562,1053,561,1049,1,4,63,86,260,411,671,216,60,107,139,357,1188,.534,.535,.250,.534,.733,.545,/players/n/nestera01.html,
766,2016,2017,UTA,NBA,Raul Neto,121,53,1845,221,509,147,316,74,193,60,79,21,129,150,208,83,7,124,170,576,.434,.465,.383,.507,.759,.530,/players/n/netora01.html,
767,2008,2008,TOT,NBA,Ira Newble,49,13,698,76,174,60,125,16,49,20,26,47,78,125,18,28,8,34,69,188,.437,.480,.327,.483,.769,.507,/players/n/newblir01.html,
768,2017,2017,IND,NBA,Georges Niang,23,0,93,9,36,8,24,1,12,2,2,2,15,17,5,3,0,5,6,21,.250,.333,.083,.264,1.000,.285,/players/n/niangge01.html,
769,2008,2009,TOT,NBA,Demetris Nichols,18,0,58,9,32,6,17,3,15,1,2,0,7,7,2,0,4,4,5,22,.281,.353,.200,.328,.500,.335,/players/n/nichode01.html,
770,2013,2017,TOT,NBA,Andrew Nicholson,285,36,4080,708,1517,621,1246,87,271,197,255,188,669,857,126,74,95,212,458,1700,.467,.498,.321,.495,.773,.522,/players/n/nichoan01.html,
771,2008,2017,TOT,NBA,Joakim Noah,618,511,17863,2129,4343,2129,4328,0,15,1299,1858,2072,3718,5790,1807,511,840,1073,1764,5557,.490,.492,.000,.490,.699,.538,/players/n/noahjo01.html,
772,2008,2012,TOT,NBA,Andres Nocioni,298,91,6476,1035,2462,646,1432,389,1030,467,597,154,954,1108,318,111,118,365,770,2926,.420,.451,.378,.499,.782,.537,/players/n/nocioan01.html,
773,2015,2017,TOT,NBA,Nerlens Noel,193,152,5323,792,1549,791,1546,1,3,351,568,432,1015,1447,300,316,292,355,526,1936,.511,.512,.333,.512,.618,.538,/players/n/noelne01.html,
774,2015,2017,TOR,NBA,Lucas Nogueira,92,7,1336,133,208,129,193,4,15,54,86,102,199,301,50,66,101,59,172,324,.639,.668,.267,.649,.628,.659,/players/n/noguelu01.html,
775,2008,2017,TOT,NBA,Steve Novak,432,5,5466,733,1667,171,369,562,1298,98,112,64,501,565,126,86,38,77,350,2126,.440,.463,.433,.608,.875,.619,/players/n/novakst01.html,
776,2008,2017,DAL,NBA,Dirk Nowitzki,713,706,23800,5464,11492,4624,9290,840,2202,3319,3723,555,4496,5051,1712,494,495,1124,1575,15087,.475,.498,.381,.512,.891,.575,/players/n/nowitdi01.html,
777,2014,2014,TOT,NBA,James Nunnally,13,0,165,15,46,7,21,8,25,6,9,1,18,19,8,6,2,7,11,44,.326,.333,.320,.413,.667,.440,/players/n/nunnaja01.html,
778,2015,2017,TOT,NBA,Jusuf Nurkic,159,78,3041,543,1159,543,1153,0,6,265,441,344,680,1024,213,126,186,284,459,1351,.469,.471,.000,.469,.601,.499,/players/n/nurkiju01.html,
779,2017,2017,LAL,NBA,David Nwaba,20,2,397,47,81,46,76,1,5,25,39,17,46,63,14,13,7,11,36,120,.580,.605,.200,.586,.641,.611,/players/n/nwabada01.html,
780,2016,2016,UTA,NBA,J.J. O'Brien,2,0,6,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,.000,.000,,.000,,.000,/players/o/obriejj01.html,
781,2015,2017,TOT,NBA,Johnny O'Bryant,111,19,1305,145,359,141,352,4,7,44,73,100,159,259,55,23,13,62,154,338,.404,.401,.571,.409,.603,.432,/players/o/obryajo01.html,
782,2008,2010,TOT,NBA,Patrick O'Bryant,74,3,405,69,128,69,125,0,3,17,31,25,81,106,16,12,32,34,100,155,.539,.552,.000,.539,.548,.547,/players/o/obryapa01.html,
783,2008,2014,TOT,NBA,Jermaine O'Neal,328,216,8137,1390,2875,1390,2866,0,9,703,931,561,1399,1960,396,117,509,548,925,3483,.483,.485,.000,.483,.755,.530,/players/o/onealje01.html,
784,2008,2011,TOT,NBA,Shaquille O'Neal,226,225,5992,1239,2063,1239,2061,0,2,664,1214,494,1226,1720,325,112,300,510,770,3142,.601,.601,.000,.601,.547,.605,/players/o/onealsh01.html,
785,2013,2017,TOT,NBA,Kyle O'Quinn,321,50,4643,750,1494,731,1408,19,86,241,328,444,1017,1461,378,137,306,307,663,1760,.502,.519,.221,.508,.735,.537,/players/o/oquinky01.html,
786,2008,2011,TOT,NBA,Fabricio Oberto,198,95,3016,279,461,279,459,0,2,71,115,255,429,684,205,55,40,128,429,629,.605,.608,.000,.605,.617,.615,/players/o/obertfa01.html,
787,2017,2017,WAS,NBA,Daniel Ochefu,19,0,75,12,27,12,27,0,0,0,2,5,17,22,3,2,0,3,17,24,.444,.444,,.444,.000,.430,/players/o/ochefda01.html,
788,2009,2014,TOT,NBA,Greg Oden,105,66,2028,317,552,317,552,0,0,206,313,256,400,656,51,40,130,138,374,840,.574,.574,,.574,.658,.609,/players/o/odengr01.html,
789,2008,2013,TOT,NBA,Lamar Odom,451,188,13104,1847,3845,1611,3068,236,777,773,1173,885,2771,3656,1218,363,366,721,1195,4703,.480,.525,.304,.511,.659,.539,/players/o/odomla01.html,
790,2013,2013,HOU,NBA,Tim Ohlbrecht,3,0,12,1,3,1,3,0,0,1,1,0,1,1,1,1,0,4,1,3,.333,.333,,.333,1.000,.436,/players/o/ohlbrti01.html,
791,2008,2013,TOT,NBA,Emeka Okafor,424,421,12899,1983,3713,1983,3712,0,1,878,1540,1280,2754,4034,337,265,631,682,1154,4844,.534,.534,.000,.534,.570,.552,/players/o/okafoem01.html,
792,2016,2017,PHI,NBA,Jahlil Okafor,103,81,2725,639,1252,638,1246,1,6,239,352,203,410,613,123,42,110,215,262,1518,.510,.512,.167,.511,.679,.539,/players/o/okafoja01.html,
793,2008,2012,TOT,NBA,Mehmet Okur,247,231,7570,1234,2705,920,1908,314,797,672,828,419,1320,1739,433,160,172,395,741,3454,.456,.482,.394,.514,.812,.563,/players/o/okurme01.html,
794,2014,2017,TOT,NBA,Victor Oladipo,291,234,9661,1702,3924,1319,2816,383,1108,831,1039,181,1086,1267,1080,443,131,732,726,4618,.434,.468,.346,.483,.800,.527,/players/o/oladivi01.html,
795,2008,2010,TOT,NBA,Kevin Ollie,115,21,1413,108,264,108,261,0,3,100,119,20,99,119,175,38,4,45,123,316,.409,.414,.000,.409,.840,.499,/players/o/ollieke01.html,
796,2014,2017,BOS,NBA,Kelly Olynyk,278,36,5756,998,2094,744,1403,254,691,378,509,377,933,1310,471,194,128,374,810,2628,.477,.530,.368,.537,.743,.567,/players/o/olynyke01.html,
797,2014,2017,TOT,NBA,Arinze Onuaku,19,1,126,15,23,15,23,0,0,4,10,11,24,35,9,1,4,5,12,34,.652,.652,,.652,.400,.620,/players/o/onuakar01.html,
798,2017,2017,HOU,NBA,Chinanu Onuaku,5,1,52,5,7,5,7,0,0,4,4,2,8,10,3,3,1,4,6,14,.714,.714,,.714,1.000,.799,/players/o/onuakch01.html,
799,2012,2014,TOT,NBA,Daniel Orton,51,6,542,50,103,50,102,0,1,43,72,48,78,126,24,18,28,29,81,143,.485,.490,.000,.485,.597,.531,/players/o/ortonda01.html,
800,2016,2017,WAS,NBA,Kelly Oubre,142,14,2276,276,653,197,386,79,267,106,148,86,308,394,60,80,24,84,295,737,.423,.510,.296,.483,.716,.513,/players/o/oubreke01.html,
801,2008,2008,ORL,NBA,Bo Outlaw,2,0,7,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,1,4,.667,.667,,.667,,.667,/players/o/outlabo01.html,
802,2008,2014,TOT,NBA,Travis Outlaw,419,84,9529,1450,3504,1134,2583,316,921,685,916,325,1118,1443,392,208,221,369,695,3901,.414,.439,.343,.459,.748,.499,/players/o/outlatr01.html,
803,2008,2008,IND,NBA,Andre Owens,31,7,392,40,107,22,67,18,40,25,34,13,34,47,47,13,3,24,37,123,.374,.328,.450,.458,.735,.504,/players/o/owensan01.html,
804,2011,2012,TOT,NBA,Larry Owens,19,0,218,19,43,11,25,8,18,7,13,3,25,28,12,9,6,7,28,53,.442,.440,.444,.535,.538,.544,/players/o/owensla01.html,
805,2008,2017,TOT,NBA,Zaza Pachulia,678,325,13851,1548,3278,1548,3256,0,22,1240,1658,1511,2553,4064,925,468,223,869,1659,4336,.472,.475,.000,.472,.748,.541,/players/p/pachuza01.html,
806,2017,2017,SAC,NBA,Georgios Papagiannis,22,0,355,56,102,56,100,0,2,12,14,24,62,86,20,3,17,24,44,124,.549,.560,.000,.549,.857,.573,/players/p/papagge01.html,
807,2015,2016,TOT,NBA,Kostas Papanikolaou,69,7,1089,93,263,52,125,41,138,22,32,47,111,158,101,42,18,76,95,249,.354,.416,.297,.432,.688,.449,/players/p/papanko01.html,
808,2008,2015,TOT,NBA,Jannero Pargo,263,10,3819,636,1651,408,991,228,660,154,172,55,284,339,504,131,13,262,322,1654,.385,.412,.345,.454,.895,.479,/players/p/pargoja01.html,
809,2012,2013,TOT,NBA,Jeremy Pargo,83,16,1079,149,400,114,288,35,112,58,89,20,66,86,147,28,2,96,92,391,.373,.396,.313,.416,.652,.445,/players/p/pargoje01.html,
810,2008,2012,TOT,NBA,Anthony Parker,366,350,10931,1283,2936,812,1765,471,1171,407,516,168,1070,1238,947,347,67,402,627,3444,.437,.460,.402,.517,.789,.544,/players/p/parkean01.html,
811,2015,2017,MIL,NBA,Jabari Parker,152,147,4874,971,1976,893,1747,78,229,383,512,252,595,847,314,150,56,256,307,2403,.491,.511,.341,.511,.748,.546,/players/p/parkeja01.html,
812,2008,2008,TOT,NBA,Smush Parker,28,2,592,64,184,46,106,18,78,19,28,4,47,51,84,24,6,44,60,165,.348,.434,.231,.397,.679,.420,/players/p/parkesm01.html,
813,2008,2017,SAS,NBA,Tony Parker,672,664,20638,4479,9001,4257,8347,222,654,1999,2570,192,1567,1759,4086,520,58,1539,1001,11179,.498,.510,.339,.510,.778,.552,/players/p/parketo01.html,
814,2012,2017,TOT,NBA,Chandler Parsons,374,358,12005,1948,4177,1345,2562,603,1615,587,826,337,1468,1805,1086,371,135,587,764,5086,.466,.525,.373,.539,.711,.560,/players/p/parsoch01.html,
815,2016,2017,ATL,NBA,Lamar Patterson,40,0,435,31,95,18,40,13,55,18,25,5,52,57,45,10,2,27,51,93,.326,.450,.236,.395,.720,.439,/players/p/pattela01.html,
816,2011,2017,TOT,NBA,Patrick Patterson,477,73,11434,1516,3302,1105,2185,411,1117,303,407,694,1539,2233,578,283,249,363,884,3746,.459,.506,.368,.521,.744,.538,/players/p/pattepa01.html,
817,2008,2008,LAC,NBA,Ruben Patterson,20,5,327,39,86,39,84,0,2,24,43,24,40,64,17,21,7,27,37,102,.453,.464,.000,.453,.558,.486,/players/p/patteru01.html,
818,2008,2017,TOT,NBA,Chris Paul,692,692,24485,4705,9796,3808,7424,897,2372,2941,3367,453,2551,3004,7071,1619,81,1680,1683,13248,.480,.513,.378,.526,.873,.587,/players/p/paulch01.html,
819,2008,2013,TOT,NBA,Sasha Pavlovic,303,72,4535,492,1297,328,799,164,498,98,181,90,442,532,278,128,55,202,470,1246,.379,.411,.329,.443,.541,.453,/players/p/pavloal01.html,
820,2015,2017,TOT,NBA,Adreian Payne,102,24,1360,167,419,154,363,13,56,61,91,77,229,306,66,43,27,88,197,408,.399,.424,.232,.414,.670,.444,/players/p/paynead01.html,
821,2016,2017,TOT,NBA,Cameron Payne,88,1,1160,178,471,115,274,63,197,24,32,12,121,133,163,50,10,73,132,443,.378,.420,.320,.445,.750,.457,/players/p/payneca01.html,
822,2015,2017,ORL,NBA,Elfrid Payton,237,190,7046,1049,2350,968,2070,81,280,376,615,273,724,997,1530,319,80,558,529,2555,.446,.468,.289,.464,.611,.487,/players/p/paytoel01.html,
823,2017,2017,MIL,NBA,Gary Payton,6,0,99,8,22,7,13,1,9,3,5,0,12,12,13,3,4,10,9,20,.364,.538,.111,.386,.600,.413,/players/p/paytoga02.html,
824,2008,2010,TOT,NBA,Oleksiy Pecherov,111,5,1044,160,414,115,259,45,155,73,92,88,178,266,20,21,22,59,119,438,.386,.444,.290,.441,.793,.482,/players/p/pecheol01.html,
825,2011,2016,MIN,NBA,Nikola Pekovic,271,194,6744,1314,2537,1314,2537,0,0,777,1023,803,1004,1807,199,140,151,414,632,3405,.518,.518,,.518,.760,.570,/players/p/pekovni01.html,
826,2008,2016,TOT,NBA,Kendrick Perkins,571,469,13656,1371,2548,1371,2539,0,9,620,1054,994,2571,3565,624,209,663,964,1624,3362,.538,.540,.000,.538,.588,.558,/players/p/perkike01.html,
827,2008,2008,GSW,NBA,Kosta Perovic,7,0,38,3,10,3,10,0,0,4,6,6,7,13,1,0,2,1,6,10,.300,.300,,.300,.667,.396,/players/p/perovko01.html,
828,2008,2011,TOT,NBA,Morris Peterson,169,124,3307,406,1005,198,461,208,544,110,158,66,353,419,125,87,14,83,262,1130,.404,.430,.382,.507,.696,.526,/players/p/petermo01.html,
829,2008,2013,TOT,NBA,Johan Petro,324,85,4470,597,1376,595,1363,2,13,151,214,335,870,1205,167,129,136,232,708,1347,.434,.437,.154,.435,.706,.458,/players/p/petrojo01.html,
830,2008,2008,PHO,NBA,Eric Piatkowski,16,0,113,12,33,1,7,11,26,4,4,1,11,12,10,0,1,6,11,39,.364,.143,.423,.530,1.000,.561,/players/p/piatker01.html,
831,2008,2017,TOT,NBA,Paul Pierce,691,636,21264,3621,7984,2574,5212,1047,2772,2733,3286,348,2940,3288,2182,668,278,1492,1718,11022,.454,.494,.378,.519,.832,.584,/players/p/piercpa01.html,
832,2008,2013,TOT,NBA,Mickael Pietrus,313,91,6746,860,2085,432,891,428,1194,284,423,188,737,925,230,212,135,261,679,2432,.412,.485,.358,.515,.671,.535,/players/p/pietrmi01.html,
833,2011,2014,TOT,NBA,Dexter Pittman,50,6,347,49,109,49,109,0,0,18,33,38,51,89,9,8,8,22,83,116,.450,.450,,.450,.545,.470,/players/p/pittmde01.html,
834,2016,2016,UTA,NBA,Tibor Pleiss,12,0,82,11,25,11,23,0,2,2,2,6,9,15,2,1,2,8,19,24,.440,.478,.000,.440,1.000,.464,/players/p/pleisti01.html,
835,2017,2017,NYK,NBA,Marshall Plumlee,21,1,170,16,30,16,30,0,0,8,19,23,28,51,10,4,4,12,23,40,.533,.533,,.533,.421,.521,/players/p/plumlma02.html,
836,2014,2017,TOT,NBA,Mason Plumlee,315,213,7250,1080,1931,1080,1915,0,16,668,1147,645,1408,2053,644,251,295,471,857,2828,.559,.564,.000,.559,.582,.581,/players/p/plumlma01.html,
837,2013,2017,TOT,NBA,Miles Plumlee,273,133,4567,611,1153,611,1153,0,0,158,280,454,841,1295,116,130,222,235,447,1380,.530,.530,,.530,.564,.541,/players/p/plumlmi01.html,
838,2017,2017,TOR,NBA,Jakob Poeltl,54,4,626,67,115,67,115,0,0,31,57,78,87,165,12,17,20,29,113,165,.583,.583,,.583,.544,.589,/players/p/poeltja01.html,
839,2008,2008,BOS,NBA,Scot Pollard,22,0,173,12,23,12,23,0,0,15,22,14,23,37,3,3,6,5,43,39,.522,.522,,.522,.682,.597,/players/p/pollasc01.html,
840,2011,2015,TOT,NBA,Quincy Pondexter,279,47,5042,528,1244,326,691,202,553,208,284,184,383,567,230,103,46,154,416,1466,.424,.472,.365,.506,.732,.535,/players/p/pondequ01.html,
841,2014,2017,WAS,NBA,Otto Porter,266,166,6632,962,2002,677,1269,285,733,260,336,306,877,1183,316,273,105,180,479,2469,.481,.533,.389,.552,.774,.574,/players/p/porteot01.html,
842,2016,2017,CHI,NBA,Bobby Portis,126,17,2102,369,811,321,663,48,148,87,125,198,435,633,87,41,33,91,194,873,.455,.484,.324,.485,.696,.504,/players/p/portibo01.html,
843,2016,2017,NYK,NBA,Kristaps Porzingis,138,137,4211,816,1871,623,1314,193,557,399,492,243,758,1001,191,100,263,239,449,2224,.436,.474,.346,.488,.811,.533,/players/p/porzikr01.html,
